res	1920	1088
frame	id	x	y	area
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	102	1206.0	346.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	103	1262.0	780.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	104	1330.0	753.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	105	1462.0	687.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	106	848.0	516.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	107	850.0	750.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	108	1022.0	513.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	109	1137.0	588.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	110	1385.0	766.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	111	1427.0	678.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	112	933.0	387.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	113	973.0	581.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	114	1305.0	877.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	115	1376.0	737.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	116	829.0	634.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	117	951.0	553.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	118	1027.0	614.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	119	1060.0	417.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	120	1242.0	612.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	121	1458.0	643.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	122	1561.0	956.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	123	1004.0	590.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	124	1164.0	938.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	125	1344.0	956.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	126	1444.0	679.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	127	1496.0	736.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	128	1533.0	689.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	129	947.0	708.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	130	1041.0	672.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	131	1570.0	812.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	132	893.0	385.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	133	922.0	797.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	134	999.0	620.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	135	1007.0	603.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	136	1148.0	694.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	137	1282.0	674.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	138	1400.0	682.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	139	1599.0	688.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	140	1097.0	485.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	141	1191.0	592.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	142	1742.0	805.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	143	868.0	693.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	144	927.0	652.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	145	930.0	806.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	146	974.0	703.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	147	1088.0	757.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	148	1506.0	703.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	149	1562.0	632.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	150	1652.0	681.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	151	867.0	343.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	152	870.0	892.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	153	992.0	504.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	154	1106.0	598.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	155	1209.0	693.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	156	1239.0	190.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	157	1254.0	689.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	158	1270.0	320.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	159	1282.0	579.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	160	908.0	351.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	161	1003.0	992.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	162	1049.0	295.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	163	1220.0	1077.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	164	1236.0	891.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	165	1569.0	750.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	166	923.0	821.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	167	1224.0	635.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	168	1319.0	683.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	169	819.0	736.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	170	933.0	992.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	171	1154.0	688.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	172	1184.0	654.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	173	1304.0	617.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	174	1514.0	698.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	175	1561.0	700.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	176	1129.0	1086.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	177	1087.0	1068.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	178	1190.0	229.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	179	1192.0	635.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	180	1652.0	879.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	181	948.0	789.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	182	1004.0	20.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	183	1226.0	290.0	16
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000108.bmp	108	184	914.0	73.0	5
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	0	1044.0	640.0	90
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	1	1428.0	640.0	75
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	2	946.0	719.0	70
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	3	1095.0	631.0	67
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	4	1071.0	888.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	5	1184.0	735.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	6	1149.0	674.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	7	1324.0	697.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	8	1036.0	837.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	9	1203.0	790.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	10	1112.0	503.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	11	918.0	334.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	12	1450.0	741.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	13	989.0	367.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	14	1463.0	834.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	15	1111.0	632.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	16	1429.0	673.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	17	1454.0	715.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	18	1200.0	672.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	19	1235.0	480.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	20	1328.0	849.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	21	1336.0	698.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	22	929.0	676.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	23	1292.0	789.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	24	1400.0	751.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	25	992.0	671.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	26	1078.0	204.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	27	1278.0	757.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	28	1588.0	768.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	29	851.0	643.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	30	1103.0	756.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	31	1111.0	709.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	32	1189.0	510.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	33	1215.0	585.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	34	1533.0	673.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	35	1659.0	725.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	36	536.0	654.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	37	1004.0	677.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	38	1113.0	743.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	39	1446.0	1012.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	40	834.0	688.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	41	1314.0	750.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	42	789.0	564.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	43	1178.0	760.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	44	1182.0	535.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	45	1238.0	802.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	46	1259.0	640.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	47	1364.0	957.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	48	1415.0	766.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	49	1495.0	649.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	50	1546.0	967.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	51	907.0	845.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	52	1095.0	899.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	53	1125.0	233.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	54	1490.0	688.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	55	1640.0	700.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	56	992.0	702.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	57	999.0	929.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	58	1044.0	996.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	59	1072.0	759.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	60	1192.0	584.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	61	1365.0	707.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	62	1693.0	669.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	63	974.0	758.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	64	898.0	602.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	65	929.0	662.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	66	996.0	815.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	67	1039.0	805.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	68	1054.0	429.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	69	1062.0	800.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	70	1095.0	376.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	71	1173.0	638.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	72	1180.0	857.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	73	1292.0	566.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	74	1396.0	693.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	75	1026.0	849.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	76	1106.0	286.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	77	1547.0	790.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	78	1600.0	780.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	79	1625.0	805.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	80	962.0	527.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	81	1038.0	914.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	82	1054.0	899.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	83	1534.0	793.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	84	767.0	676.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	85	1006.0	2.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	86	1176.0	1002.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	87	1211.0	666.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	88	1400.0	660.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	89	1503.0	865.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	90	1078.0	132.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	91	1338.0	930.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	92	1411.0	785.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	93	1558.0	995.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	94	866.0	41.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	95	1032.0	1042.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	96	1490.0	952.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	97	918.0	978.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	98	1063.0	754.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	99	1161.0	786.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	100	1230.0	704.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	101	1247.0	810.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	102	1308.0	627.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	103	1312.0	644.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	104	1570.0	660.0	16
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000109.bmp	109	105	1019.0	895.0	5
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	0	1461.0	692.0	141
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	1	1101.0	706.0	116
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	2	1292.0	642.0	103
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	3	1060.0	716.0	78
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	4	1055.0	636.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	5	1149.0	634.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	6	1297.0	687.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	7	1067.0	697.0	63
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	8	1268.0	392.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	9	1066.0	725.0	60
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	10	1133.0	567.0	56
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	11	1158.0	768.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	12	1381.0	654.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	13	1385.0	637.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	14	1203.0	719.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	15	772.0	493.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	16	1132.0	758.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	17	1480.0	692.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	18	1188.0	419.0	47
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	19	978.0	722.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	20	1236.0	416.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	21	1271.0	590.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	22	1057.0	618.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	23	1344.0	617.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	24	889.0	342.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	25	986.0	628.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	26	1010.0	694.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	27	1354.0	628.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	28	930.0	716.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	29	1016.0	647.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	30	1148.0	517.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	31	778.0	664.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000110.bmp	110	32	1056.0	402.0	40
