res	1920	1088
frame	id	x	y	area
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	4	1287.0	529.0	85
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	5	1306.0	617.0	83
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	6	1258.0	488.0	82
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	7	1289.0	564.0	79
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	8	1301.0	554.0	72
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	9	1264.0	517.0	71
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	10	1159.0	607.0	69
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	11	1139.0	548.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	12	1251.0	390.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	13	1083.0	522.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	14	1393.0	700.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	15	1265.0	1049.0	62
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	16	1183.0	538.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	17	1336.0	649.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	18	1284.0	425.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	19	1409.0	688.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	20	1099.0	637.0	53
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	21	1103.0	516.0	53
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	22	952.0	584.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	23	1209.0	856.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	24	1045.0	552.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	25	1270.0	496.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	26	1271.0	616.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	27	1281.0	719.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	28	1162.0	630.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	29	1166.0	586.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	30	1273.0	389.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	31	1198.0	548.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	32	1223.0	1030.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	33	1157.0	567.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	34	1409.0	760.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	35	1237.0	635.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	36	1260.0	438.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	37	830.0	614.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	38	1159.0	401.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	39	1331.0	689.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	40	1388.0	712.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	41	1051.0	742.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	42	1160.0	683.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	43	1176.0	506.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	44	996.0	470.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	45	996.0	547.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	46	1131.0	664.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	47	1203.0	511.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	48	996.0	656.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	49	1120.0	165.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	50	1281.0	607.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	51	1114.0	570.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	52	1117.0	552.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	53	1261.0	530.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	54	1288.0	556.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	55	927.0	548.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	56	928.0	566.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	57	1036.0	530.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	58	1156.0	494.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	59	1208.0	664.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	60	1229.0	534.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	61	979.0	569.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	62	1172.0	529.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	63	1182.0	28.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	64	1277.0	1040.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	65	1303.0	743.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	66	1108.0	490.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	67	1109.0	877.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	68	1146.0	309.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	69	1156.0	653.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	70	1198.0	396.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	71	1330.0	919.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	72	1362.0	645.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	73	1427.0	728.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	74	952.0	344.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	75	1028.0	442.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	76	1087.0	816.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	77	1098.0	604.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	78	1172.0	648.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	79	1315.0	633.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	80	860.0	508.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	81	998.0	308.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	82	1093.0	581.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	83	1147.0	1020.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	84	1192.0	518.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	85	1237.0	556.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	86	874.0	411.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	87	1344.0	631.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	88	890.0	442.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	89	1038.0	468.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	90	862.0	521.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	91	1008.0	522.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	92	1015.0	388.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	93	1123.0	468.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	94	1215.0	557.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	95	1302.0	948.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	96	1457.0	726.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	97	842.0	548.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	98	915.0	487.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	99	937.0	463.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	100	944.0	406.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	101	1015.0	549.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	102	1137.0	479.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	103	1233.0	394.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	104	837.0	541.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	105	1116.0	423.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	106	921.0	558.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	107	990.0	691.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	108	1002.0	592.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	109	1005.0	197.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	110	1179.0	914.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	111	1277.0	518.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	112	980.0	613.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	113	1038.0	679.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	114	1056.0	552.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	115	1102.0	508.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	116	1270.0	645.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	117	1448.0	761.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	118	903.0	396.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	119	951.0	538.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	120	984.0	353.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	121	1063.0	200.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	122	1096.0	229.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	123	1174.0	683.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	124	1228.0	762.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	125	1343.0	617.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	126	1370.0	793.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	127	1391.0	686.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	128	1391.0	896.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	129	1636.0	750.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	130	1116.0	563.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	131	1570.0	674.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	132	724.0	488.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	133	769.0	551.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	134	807.0	790.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	135	809.0	316.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	136	864.0	781.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	137	988.0	574.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	138	1094.0	491.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	139	1305.0	629.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	140	817.0	797.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	141	1075.0	1003.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	142	1431.0	875.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	143	730.0	432.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	144	902.0	568.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	145	1067.0	558.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	146	1160.0	11.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	147	1430.0	706.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	148	1580.0	662.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	149	1599.0	1048.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	150	932.0	993.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	151	938.0	747.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	152	952.0	774.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	153	1125.0	1043.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	154	1150.0	750.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	155	1210.0	815.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	156	1270.0	606.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	157	1315.0	811.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	158	1358.0	973.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	159	1468.0	774.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	160	1529.0	895.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	161	1657.0	660.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	162	1698.0	725.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	163	1702.0	908.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	164	1027.0	161.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	165	1111.0	271.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	166	1173.0	994.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	167	1370.0	662.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	168	1405.0	1069.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	169	1608.0	900.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	170	877.0	610.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	171	889.0	991.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	172	935.0	742.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	173	1011.0	131.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	174	1041.0	753.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	175	1234.0	118.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	176	1274.0	713.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	177	1281.0	1028.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	178	1299.0	482.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	179	1341.0	1045.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	180	1403.0	681.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	181	1457.0	670.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	182	1483.0	803.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	183	842.0	744.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	184	1192.0	777.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	185	1233.0	734.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	186	833.0	199.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	187	881.0	1018.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	188	997.0	705.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	189	1095.0	716.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	190	1095.0	741.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	191	1177.0	836.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	192	1281.0	98.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	193	1331.0	761.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	194	1245.0	40.0	16
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	195	1662.0	957.0	16
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	196	1348.0	754.0	12
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000017.bmp	17	197	1294.0	605.0	5
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	0	1256.0	572.0	193
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	1	1180.0	580.0	176
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	2	902.0	589.0	110
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	3	1271.0	647.0	91
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	4	922.0	525.0	84
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	5	1203.0	572.0	81
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	6	1007.0	668.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	7	1020.0	587.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	8	1239.0	603.0	62
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	9	921.0	600.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	10	1107.0	1054.0	59
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	11	1212.0	497.0	59
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	12	1272.0	868.0	59
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	13	947.0	489.0	58
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	14	1153.0	416.0	58
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	15	1291.0	527.0	58
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	16	1106.0	632.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	17	1179.0	1044.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	18	1240.0	729.0	53
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	19	1040.0	570.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	20	1144.0	492.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	21	1246.0	498.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	22	1182.0	564.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	23	1049.0	361.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	24	1108.0	464.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	25	1297.0	516.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	26	1132.0	453.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000018.bmp	18	27	1351.0	701.0	49
